loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,approved,log_residential_assets_value,log_loan_amount,dep_cat
719,4, Graduate, No,700000,2600000,14,736,2100000,600000,1900000,400000,1,14.557448378884015,14.77102238760702,more_than_3_dep
720,2, Not Graduate, Yes,4000000,8500000,6,323,11200000,1000000,14300000,4100000,0,16.231424425551033,15.955576839107596,2_to_3_dep
721,4, Graduate, No,1800000,4100000,12,670,1900000,2900000,4700000,2200000,1,14.45736497045232,15.226497775576945,more_than_3_dep
722,3, Not Graduate, No,5600000,21000000,12,609,8800000,11000000,15800000,4900000,1,15.990262393084793,16.860033043306743,2_to_3_dep
723,4, Not Graduate, No,6800000,24200000,18,349,18800000,0,15800000,9400000,0,16.749367480991666,17.001863232449228,more_than_3_dep
724,5, Not Graduate, Yes,600000,1500000,2,319,100000,1100000,2100000,600000,0,11.51293546492023,14.220976332738882,more_than_3_dep
725,1, Not Graduate, No,4200000,16200000,14,391,5800000,2100000,14100000,2600000,0,15.573368647930426,16.600521861931007,1_dep
726,4, Not Graduate, No,5000000,18700000,10,755,3600000,600000,13000000,2600000,1,15.096444681204078,16.74403413530075,more_than_3_dep
727,1, Not Graduate, No,4100000,12200000,6,354,7300000,5600000,16300000,3500000,0,15.803385043104912,16.316946591670696,1_dep
728,3, Not Graduate, Yes,2200000,8800000,2,877,5000000,1300000,6400000,3100000,1,15.424948670398354,15.990262393084793,2_to_3_dep
729,1, Not Graduate, No,3400000,8600000,16,312,6400000,6100000,8400000,3000000,0,15.671808704579888,15.967272877502799,1_dep
730,0, Graduate, No,7100000,15900000,14,746,9500000,3900000,23500000,8000000,1,16.066802461833923,16.58182973008354,no_dep
731,3, Graduate, No,5800000,19600000,16,313,11100000,8100000,22700000,6300000,0,16.22245575637265,16.791040175221152,2_to_3_dep
732,2, Graduate, No,3400000,12900000,14,857,3400000,2500000,8700000,1900000,1,15.039286283703994,16.372737946851277,2_to_3_dep
733,2, Not Graduate, No,7700000,18300000,20,504,14600000,500000,18300000,4600000,0,16.496532155171714,16.722411672456456,2_to_3_dep
734,0, Graduate, No,500000,1200000,14,556,900000,0,1800000,500000,1,13.710151153416941,13.997832948091215,no_dep
735,2, Graduate, Yes,5300000,11000000,14,393,6800000,2400000,20500000,5200000,0,15.732433317205148,16.213405921671733,2_to_3_dep
736,0, Graduate, No,4700000,14400000,14,881,11000000,6100000,17600000,2400000,1,16.213405921671733,16.48273883399067,no_dep
737,2, Graduate, Yes,4300000,12200000,14,719,5100000,2600000,14000000,5700000,1,15.444751293772967,16.316946591670696,2_to_3_dep
738,2, Graduate, Yes,900000,2500000,16,458,0,100000,3200000,1100000,0,0.0,14.731801689838349,2_to_3_dep
739,4, Graduate, No,2000000,7500000,14,857,4300000,1500000,4200000,2100000,1,15.274125813221904,15.830413711839864,more_than_3_dep
740,2, Graduate, Yes,2000000,7600000,16,429,5300000,3100000,5800000,2200000,0,15.483217567201578,15.843658936835498,2_to_3_dep
741,3, Not Graduate, No,4100000,15900000,12,538,3900000,800000,8800000,5700000,0,15.176487367510099,16.58182973008354,2_to_3_dep
742,1, Not Graduate, No,6900000,14400000,10,828,4600000,13000000,26700000,9000000,1,15.341567078850604,16.48273883399067,1_dep
743,5, Graduate, Yes,2300000,6100000,6,339,5100000,2500000,8300000,2400000,0,15.444751293772967,15.623799493077952,more_than_3_dep
744,5, Graduate, Yes,5800000,16600000,18,376,2500000,7500000,21100000,2800000,0,14.731801689838349,16.624913313567735,more_than_3_dep
745,5, Not Graduate, No,8000000,30000000,14,549,14800000,200000,17300000,7000000,0,16.51013780630191,17.216707972959764,more_than_3_dep
746,3, Not Graduate, Yes,3700000,12700000,18,587,11000000,3100000,8800000,4100000,1,16.213405921671733,16.357112630168974,2_to_3_dep
747,0, Not Graduate, No,2600000,8400000,18,861,0,3500000,6200000,3800000,1,0.0,15.943742382861155,no_dep
748,0, Not Graduate, No,3000000,7000000,12,409,6400000,4900000,8000000,3500000,0,15.671808704579888,15.76142084987672,no_dep
749,4, Graduate, No,2700000,10200000,4,528,7800000,2200000,10000000,1600000,1,15.86963441986494,16.13789837629371,more_than_3_dep
750,4, Not Graduate, No,5700000,19600000,8,691,8800000,2200000,12100000,3000000,1,15.990262393084793,16.791040175221152,more_than_3_dep
751,2, Graduate, No,1500000,3600000,4,584,3900000,1300000,4800000,1700000,1,15.176487367510099,15.096444681204078,2_to_3_dep
752,5, Not Graduate, No,6800000,20000000,4,459,14500000,3000000,25000000,4900000,0,16.489659276356317,16.811242881518265,more_than_3_dep
753,1, Graduate, Yes,8100000,31700000,10,755,0,12700000,30100000,4700000,1,0.0,17.27182727039325,1_dep
754,3, Not Graduate, Yes,9200000,27700000,20,688,4800000,16300000,25800000,11200000,1,15.38412668421143,17.13694300725865,2_to_3_dep
755,1, Not Graduate, Yes,7600000,26000000,6,384,2600000,1200000,20000000,7900000,0,14.77102238760702,17.073607134447293,1_dep
756,4, Graduate, No,600000,1600000,20,869,1400000,1000000,1700000,200000,1,14.151983508870947,14.285514812209815,more_than_3_dep
757,1, Not Graduate, Yes,4700000,18700000,20,445,2100000,0,11100000,4000000,0,14.557448378884015,16.74403413530075,1_dep
758,0, Graduate, No,1400000,5500000,6,393,500000,1500000,5400000,1800000,0,13.122365377402328,15.520258832020865,no_dep
759,3, Graduate, Yes,9400000,24600000,10,414,8800000,13400000,23800000,5600000,0,15.990262393084793,17.018257041552996,2_to_3_dep
760,2, Graduate, No,9700000,19900000,16,395,2800000,13700000,37000000,10800000,0,14.845130332288226,16.806230339945976,2_to_3_dep
761,3, Not Graduate, Yes,8900000,21000000,14,815,200000,10800000,21600000,6400000,1,12.206077645517674,16.860033043306743,2_to_3_dep
762,5, Graduate, No,4600000,10500000,8,758,3900000,4300000,15800000,2900000,1,15.176487367510099,16.166885910365842,more_than_3_dep
763,5, Not Graduate, Yes,5600000,14500000,10,457,6900000,7800000,20600000,4600000,0,15.747032114495013,16.489659276356317,more_than_3_dep
764,0, Graduate, Yes,1000000,3200000,10,854,2600000,800000,2900000,1200000,1,14.77102238760702,14.978661680269907,no_dep
765,3, Graduate, No,3500000,10300000,16,324,2400000,900000,12600000,2400000,0,14.690979711984754,16.14765455028724,2_to_3_dep
766,0, Not Graduate, No,7900000,31500000,14,849,19400000,10300000,26600000,10600000,1,16.780783675579947,17.265498135541893,no_dep
767,3, Graduate, Yes,6100000,24200000,12,672,300000,11100000,23500000,5000000,1,12.611541086966115,17.001863232449228,2_to_3_dep
768,3, Not Graduate, Yes,8900000,20900000,6,859,9600000,16500000,29300000,11100000,1,16.077273760604726,16.855259764781927,2_to_3_dep
769,4, Graduate, No,5300000,15400000,8,584,5100000,1700000,14000000,5000000,1,15.444751293772967,16.54987813231892,more_than_3_dep
770,5, Not Graduate, No,1300000,4800000,4,346,3200000,1600000,3400000,1600000,1,14.978661680269907,15.38412668421143,more_than_3_dep
771,3, Graduate, No,4000000,12800000,18,635,6000000,7000000,12900000,4200000,1,15.607270193858982,16.36495580701484,2_to_3_dep
772,2, Not Graduate, No,8700000,22700000,4,365,8200000,14800000,30200000,7200000,0,15.919644834185693,16.937875526504495,2_to_3_dep
773,1, Not Graduate, No,9500000,20000000,16,856,24900000,0,35700000,6200000,1,17.030378401595577,16.811242881518265,1_dep
774,5, Graduate, Yes,9000000,20000000,2,440,17100000,1000000,28500000,7600000,0,16.65458907995242,16.811242881518265,more_than_3_dep
775,0, Graduate, Yes,7300000,23300000,2,616,15700000,5900000,25800000,4100000,1,16.5691713340128,16.963963961454382,no_dep
776,3, Graduate, Yes,7400000,25700000,2,461,5700000,2900000,15100000,5100000,1,15.555976908243359,17.062001588775953,2_to_3_dep
777,5, Not Graduate, No,3100000,10800000,10,681,5100000,1700000,7400000,1500000,1,15.444751293772967,16.195056784687036,more_than_3_dep
778,2, Graduate, No,4300000,9400000,2,485,11000000,8100000,11000000,2200000,0,16.213405921671733,16.056220353623207,2_to_3_dep
779,1, Graduate, Yes,2400000,8300000,6,684,5500000,3500000,5300000,2300000,1,15.520258832020865,15.931766193248746,1_dep
780,1, Graduate, No,5400000,17900000,14,727,13100000,0,12300000,4700000,1,16.388122864507256,16.700311326676903,1_dep
781,2, Not Graduate, No,1600000,5100000,6,784,1400000,2400000,4500000,1400000,1,14.151983508870947,15.444751293772967,2_to_3_dep
782,3, Not Graduate, Yes,9900000,20400000,4,865,26300000,3600000,36500000,12800000,1,17.085079535170806,16.83104550783405,2_to_3_dep
783,3, Not Graduate, No,5800000,20100000,18,791,1400000,10800000,16300000,5600000,1,14.151983508870947,16.816230422780546,2_to_3_dep
784,4, Not Graduate, No,2200000,8500000,16,866,4000000,1900000,6800000,2800000,1,15.201805169084134,15.955576839107596,more_than_3_dep
785,0, Graduate, No,5000000,14400000,2,761,0,7300000,12600000,4500000,1,0.0,16.48273883399067,no_dep
786,2, Not Graduate, Yes,600000,2100000,18,572,400000,500000,1400000,300000,1,12.899222326086994,14.557448378884015,2_to_3_dep
787,4, Graduate, No,2200000,8600000,6,601,2700000,2900000,6700000,3300000,1,14.80876270134486,15.967272877502799,more_than_3_dep
788,1, Graduate, Yes,2600000,5500000,14,820,2700000,2400000,9300000,2000000,1,14.80876270134486,15.520258832020865,1_dep
789,4, Not Graduate, No,1200000,4300000,8,598,1600000,1800000,3200000,1300000,1,14.285514812209815,15.274125813221904,more_than_3_dep
790,2, Graduate, No,3100000,8700000,18,544,5300000,1100000,12200000,1500000,0,15.483217567201578,15.978833698567334,2_to_3_dep
791,5, Not Graduate, Yes,4600000,14500000,14,561,2300000,6200000,10200000,5800000,1,14.648420115681892,16.489659276356317,more_than_3_dep
792,4, Graduate, Yes,9300000,35500000,6,547,2800000,17800000,27000000,13900000,0,14.845130332288226,17.385043282614657,more_than_3_dep
793,4, Graduate, No,6300000,13400000,2,504,10500000,10900000,14500000,9400000,0,16.166885910365842,16.410765339548004,more_than_3_dep
794,2, Not Graduate, No,5900000,20800000,14,530,7100000,5800000,13100000,8800000,0,15.775605482856605,16.85046359274847,2_to_3_dep
795,2, Graduate, Yes,2900000,10600000,6,614,1000000,300000,7600000,3600000,1,13.815511557963774,16.176364653421913,2_to_3_dep
796,4, Not Graduate, No,6100000,22400000,18,351,11800000,5000000,24400000,4800000,0,16.283610174181653,16.924571561468124,more_than_3_dep
797,4, Graduate, Yes,5900000,19700000,10,431,3300000,9200000,22700000,5300000,0,15.009433329466965,16.796129244469636,more_than_3_dep
798,1, Not Graduate, Yes,4600000,18400000,10,403,200000,8800000,17300000,2900000,0,12.206077645517674,16.72786127692704,1_dep
799,2, Not Graduate, No,7000000,20200000,8,668,16600000,5000000,26100000,9100000,1,16.624913313567735,16.821193211876384,2_to_3_dep
800,3, Not Graduate, Yes,5100000,10400000,18,399,8000000,4300000,20100000,4600000,0,15.894952224644102,16.15731646026544,2_to_3_dep
801,1, Graduate, No,3100000,10600000,14,665,6200000,800000,9500000,3900000,1,15.64006001130563,16.176364653421913,1_dep
802,2, Graduate, No,4100000,12800000,16,344,10300000,7000000,15800000,4100000,0,16.14765455028724,16.36495580701484,2_to_3_dep
803,0, Graduate, No,1800000,5400000,16,555,3900000,2900000,5100000,1700000,1,15.176487367510099,15.501909696719672,no_dep
804,4, Not Graduate, Yes,8200000,26900000,20,301,23800000,13600000,31000000,9900000,0,16.98519618065851,17.10763688174679,more_than_3_dep
805,2, Not Graduate, Yes,800000,2100000,6,726,2000000,0,2600000,600000,1,14.508658238524095,14.557448378884015,2_to_3_dep
806,2, Graduate, No,8400000,23100000,6,689,5700000,2500000,18900000,11900000,1,15.555976908243359,16.955343218782065,2_to_3_dep
807,0, Not Graduate, No,8500000,33900000,4,665,8500000,12800000,17900000,4500000,1,15.955576839107596,17.338925601849205,no_dep
808,3, Not Graduate, Yes,3300000,12700000,16,608,3600000,6200000,12600000,4500000,1,15.096444681204078,16.357112630168974,2_to_3_dep
809,3, Not Graduate, No,5800000,12800000,20,335,4400000,3000000,15300000,8000000,0,15.29711532616119,16.36495580701484,2_to_3_dep
810,3, Not Graduate, No,4400000,10500000,18,677,100000,2000000,12100000,5000000,1,11.51293546492023,16.166885910365842,2_to_3_dep
811,1, Not Graduate, No,2600000,8500000,2,491,1700000,1800000,5300000,2600000,1,14.346139397261565,15.955576839107596,1_dep
812,2, Not Graduate, Yes,9600000,28100000,20,763,23000000,11800000,27500000,10300000,1,16.951004817371683,17.151280169891162,2_to_3_dep
813,5, Not Graduate, Yes,5200000,18100000,8,809,2400000,6900000,14000000,5500000,1,14.690979711984754,16.71142255148467,more_than_3_dep
814,5, Not Graduate, Yes,9700000,36400000,16,544,3500000,15000000,31300000,5200000,0,15.068273812173887,17.410079360079497,more_than_3_dep
815,1, Graduate, Yes,200000,800000,14,624,600000,0,600000,0,1,13.304686600863562,13.592368256649284,1_dep
816,3, Graduate, No,6500000,16800000,10,388,9500000,800000,14900000,7200000,0,16.066802461833923,16.636889503897294,2_to_3_dep
817,4, Graduate, Yes,7200000,23100000,14,644,13300000,3500000,18300000,4200000,1,16.40327466837995,16.955343218782065,more_than_3_dep
818,0, Not Graduate, No,5200000,18400000,14,600,7300000,9700000,16500000,3600000,1,15.803385043104912,16.72786127692704,no_dep
819,2, Not Graduate, No,6500000,14100000,2,709,1000000,12700000,20900000,4000000,1,13.815511557963774,16.46168542627038,2_to_3_dep
820,5, Graduate, Yes,2300000,5600000,8,642,2600000,1900000,8600000,2500000,1,14.77102238760702,15.53827733427679,more_than_3_dep
821,0, Not Graduate, Yes,3300000,10400000,4,423,7400000,4700000,11600000,3200000,1,15.816990693309524,16.15731646026544,no_dep
822,0, Not Graduate, Yes,2000000,5900000,12,900,3800000,2400000,7100000,3000000,1,15.150511887854474,15.59046307836746,no_dep
823,2, Graduate, Yes,8300000,19500000,4,415,2300000,9400000,21700000,8600000,0,14.648420115681892,16.785925074816024,2_to_3_dep
824,4, Graduate, Yes,3800000,14300000,4,645,1300000,1100000,10900000,4600000,1,14.077875591662238,16.475770165160203,more_than_3_dep
825,0, Not Graduate, No,5700000,15600000,16,742,700000,5800000,11400000,6800000,1,13.45883704259595,16.562781536322326,no_dep
826,4, Not Graduate, No,7300000,19800000,8,724,5500000,6000000,29000000,10300000,1,15.520258832020865,16.801192546169812,more_than_3_dep
827,1, Graduate, No,1600000,5400000,12,707,600000,1700000,6200000,800000,1,13.304686600863562,15.501909696719672,1_dep
828,5, Not Graduate, Yes,800000,2500000,4,780,500000,900000,1700000,400000,1,13.122365377402328,14.731801689838349,more_than_3_dep
829,4, Not Graduate, No,6300000,21900000,10,538,9600000,5400000,19300000,7800000,0,16.077273760604726,16.90199724044883,more_than_3_dep
830,2, Graduate, No,8800000,17700000,14,706,22900000,4300000,30300000,9200000,1,16.94664751219259,16.68907525404123,2_to_3_dep
831,0, Graduate, No,7300000,14500000,16,811,1000000,12400000,16100000,9600000,1,13.815511557963774,16.489659276356317,no_dep
832,2, Graduate, Yes,3800000,9100000,14,849,6300000,2400000,9500000,2500000,1,15.656060350091908,16.02378508137718,2_to_3_dep
833,3, Graduate, No,6200000,16700000,10,880,15800000,8200000,20100000,9100000,1,16.575520561288332,16.630919337267223,2_to_3_dep
834,5, Not Graduate, Yes,3500000,9500000,4,664,9500000,500000,7800000,5200000,1,16.066802461833923,16.066802461833923,more_than_3_dep
835,5, Graduate, Yes,1400000,5000000,2,465,0,2600000,5300000,1500000,1,0.0,15.424948670398354,more_than_3_dep
836,3, Not Graduate, Yes,3500000,12000000,2,786,600000,6400000,10700000,1700000,1,13.304686600863562,16.300417291085605,2_to_3_dep
837,1, Graduate, Yes,600000,2000000,10,326,400000,1000000,2400000,700000,0,12.899222326086994,14.508658238524095,1_dep
838,0, Not Graduate, No,4100000,10800000,16,399,5900000,7600000,12700000,5300000,0,15.59046307836746,16.195056784687036,no_dep
839,2, Not Graduate, Yes,5400000,11500000,6,841,6800000,100000,11100000,6600000,1,15.732433317205148,16.257857680289998,2_to_3_dep
840,2, Not Graduate, Yes,2000000,6700000,14,638,4900000,200000,4900000,2300000,1,15.404745967162468,15.717618233614914,2_to_3_dep
841,4, Graduate, Yes,3500000,8900000,4,478,4000000,3900000,11300000,3800000,0,15.201805169084134,16.001561947061912,more_than_3_dep
842,0, Graduate, Yes,8300000,30000000,4,600,14600000,12500000,24800000,12000000,1,16.496532155171714,17.216707972959764,no_dep
843,0, Graduate, Yes,6700000,15600000,16,768,300000,1800000,26000000,3800000,1,12.611541086966115,16.562781536322326,no_dep
844,0, Not Graduate, No,1900000,6500000,10,523,2400000,1100000,6200000,1100000,0,14.690979711984754,15.687312888712007,no_dep
845,2, Graduate, Yes,6500000,20900000,14,327,8200000,100000,22800000,4700000,0,15.919644834185693,16.855259764781927,2_to_3_dep
846,1, Graduate, Yes,600000,1800000,8,799,1000000,700000,2200000,800000,1,13.815511557963774,14.403297778421795,1_dep
847,5, Graduate, No,7000000,23000000,18,803,18700000,6300000,27800000,4100000,1,16.74403413530075,16.951004817371683,more_than_3_dep
848,2, Graduate, No,7700000,15400000,18,524,12900000,5100000,21000000,6600000,0,16.372737946851277,16.54987813231892,2_to_3_dep
849,1, Graduate, No,2600000,6600000,6,506,2300000,1900000,9600000,2100000,0,14.648420115681892,15.702580358511794,1_dep
850,1, Graduate, No,9200000,18800000,2,351,22400000,2200000,31500000,13000000,0,16.924571561468124,16.749367480991666,1_dep
851,2, Graduate, Yes,1800000,4200000,8,648,1200000,3100000,6200000,1600000,1,13.997832948091215,15.250595321348806,2_to_3_dep
852,1, Not Graduate, No,4900000,18500000,4,612,6100000,5900000,16400000,2900000,1,15.623799493077952,16.733281344102608,1_dep
853,1, Graduate, No,5700000,12400000,14,396,5400000,7500000,17600000,5600000,0,15.501909696719672,16.333207111220425,1_dep
854,3, Not Graduate, No,300000,800000,2,458,500000,0,1100000,200000,0,13.122365377402328,13.592368256649284,2_to_3_dep
855,3, Graduate, Yes,1700000,3400000,6,488,100000,500000,4500000,1600000,0,11.51293546492023,15.039286283703994,2_to_3_dep
856,4, Graduate, No,7000000,18900000,6,475,1300000,6100000,14700000,5200000,0,14.077875591662238,16.75467253293992,more_than_3_dep
857,1, Not Graduate, No,2200000,7000000,18,417,2000000,3900000,6500000,1900000,0,14.508658238524095,15.76142084987672,1_dep
858,2, Not Graduate, No,6800000,18700000,8,781,17600000,900000,23700000,5400000,1,16.68340951682656,16.74403413530075,2_to_3_dep
859,1, Not Graduate, Yes,2400000,6200000,12,337,3400000,2100000,9400000,2300000,0,15.039286283703994,15.64006001130563,1_dep
860,0, Not Graduate, Yes,600000,1800000,12,511,300000,200000,2200000,400000,0,12.611541086966115,14.403297778421795,no_dep
